partie,score,modele,llama3.2:3b,prompt,v1,temperature,0
1,-96.0
2,-201.0
3,-109.0
4,-325.0
5,-38.0
6,-148.0
7,-103.0
8,-176.0
9,-25.0
10,-172.0
