partie,score,agent,PPO_300k_pas,deterministe,True
1,-247.0
2,-79.0
3,-75.0
4,-119.0
5,-294.0
6,-218.0
7,-108.0
8,-273.0
9,-150.0
10,-86.0
11,-179.0
12,-48.0
13,-35.0
14,-237.0
15,-191.0
16,-68.0
17,-75.0
18,-201.0
19,-172.0
20,-143.0
21,-183.0
22,-364.0
23,-280.0
24,-186.0
25,-25.0
26,-381.0
27,-12.0
28,-60.0
29,-273.0
30,-123.0
31,-23.0
32,-7.0
33,-35.0
34,-23.0
35,-22.0
36,-129.0
37,-87.0
38,-265.0
39,-123.0
40,-298.0
