partie,score,modele,llama3.2:3b,prompt,v2,temperature,0
1,-169.0
2,-96.0
3,-204.0
4,-165.0
5,-122.0
6,-89.0
7,-267.0
8,-240.0
9,-66.0
10,-116.0
