graine,score,invalides
951,-277.0,0
952,-104.0,0
953,-147.0,0
954,-66.0,0
955,-226.0,0
956,-242.0,0
957,-234.0,0
958,-101.0,0
959,-310.0,0
960,-219.0,0
961,-51.0,0
962,-208.0,0
963,-95.0,0
964,-268.0,0
965,-100.0,0
966,-34.0,0
967,-189.0,0
968,-273.0,0
969,-107.0,0
970,-91.0,0
971,-342.0,0
972,-187.0,0
973,-139.0,0
974,-219.0,0
975,-123.0,0
976,-346.0,0
977,-268.0,0
978,-208.0,0
979,-266.0,0
980,-196.0,0
981,-154.0,0
982,-66.0,0
983,-70.0,0
984,-54.0,0
985,-116.0,0
986,-46.0,0
987,-233.0,0
988,-102.0,0
989,-101.0,0
990,-74.0,0
991,-313.0,0
992,-314.0,0
993,-214.0,0
994,-318.0,0
995,-285.0,0
996,-160.0,0
997,-343.0,0
998,-16.0,0
999,-175.0,0
1000,-246.0,0
