graine,score
1,-197.0
2,-106.0
3,-350.0
4,-156.0
5,-280.0
6,-259.0
7,-62.0
8,-129.0
9,-274.0
10,-186.0
11,-388.0
12,-15.0
13,-346.0
14,-42.0
15,-174.0
16,-78.0
17,-72.0
18,-372.0
19,-53.0
20,-5.0
21,-118.0
22,-174.0
23,-68.0
24,-310.0
25,-42.0
26,-57.0
27,-208.0
28,-216.0
29,-147.0
30,-153.0
31,-27.0
32,-330.0
33,-352.0
34,-409.0
35,-330.0
36,-95.0
37,-150.0
38,-80.0
39,-242.0
40,-295.0
41,-337.0
42,-140.0
43,-176.0
44,-126.0
45,-389.0
46,-291.0
47,0.0
48,-332.0
49,-121.0
50,-219.0
51,-72.0
52,-328.0
53,-268.0
54,-185.0
55,-116.0
56,-369.0
57,-345.0
58,-144.0
59,-302.0
60,-272.0
61,-29.0
62,-338.0
63,-315.0
64,-262.0
65,-89.0
66,-335.0
67,-122.0
68,-117.0
69,-84.0
70,-61.0
71,-380.0
72,-43.0
73,-274.0
74,-96.0
75,-383.0
76,-83.0
77,-256.0
78,-256.0
79,-58.0
80,-36.0
81,-48.0
82,-293.0
83,-152.0
84,-15.0
85,-305.0
86,-174.0
87,-213.0
88,-30.0
89,-224.0
90,-277.0
91,-311.0
92,-75.0
93,-195.0
94,-31.0
95,-406.0
96,-375.0
97,-73.0
98,-199.0
99,-260.0
100,-351.0
101,-131.0
102,0.0
103,-279.0
104,-120.0
105,-258.0
106,-450.0
107,-7.0
108,-150.0
109,-299.0
110,-429.0
111,-328.0
112,-22.0
113,-175.0
114,-10.0
115,-54.0
116,-95.0
117,-169.0
118,-286.0
119,-93.0
120,-114.0
121,-212.0
122,-205.0
123,-11.0
124,-216.0
125,-217.0
126,-214.0
127,-35.0
128,-172.0
129,-126.0
130,-200.0
131,-88.0
132,-108.0
133,0.0
134,-325.0
135,-79.0
136,-91.0
137,-74.0
138,-336.0
139,-138.0
140,-132.0
141,-225.0
142,-128.0
143,-319.0
144,-293.0
145,-297.0
146,-233.0
147,-125.0
148,-185.0
149,-324.0
150,-434.0
151,-170.0
152,-29.0
153,-99.0
154,-110.0
155,-180.0
156,-92.0
157,-220.0
158,0.0
159,-180.0
160,-246.0
161,-192.0
162,-385.0
163,-33.0
164,-229.0
165,-194.0
166,-342.0
167,-236.0
168,-209.0
169,0.0
170,-239.0
171,-122.0
172,-380.0
173,-182.0
174,-322.0
175,-161.0
176,-56.0
177,-360.0
178,0.0
179,-350.0
180,-63.0
181,-290.0
182,-187.0
183,-141.0
184,-234.0
185,-225.0
186,-334.0
187,-266.0
188,-312.0
189,-295.0
190,-285.0
191,-21.0
192,-158.0
193,-16.0
194,-59.0
195,0.0
196,-349.0
197,-283.0
198,-389.0
199,-276.0
200,-129.0
201,-413.0
202,-125.0
203,-30.0
204,-226.0
205,-167.0
206,-197.0
207,-263.0
208,-327.0
209,-379.0
210,-274.0
211,-262.0
212,-169.0
213,-131.0
214,-93.0
215,-204.0
216,-32.0
217,0.0
218,-218.0
219,-315.0
220,-298.0
221,-236.0
222,-326.0
223,-333.0
224,-24.0
225,-211.0
226,-361.0
227,-264.0
228,-16.0
229,-210.0
230,-107.0
231,-291.0
232,-230.0
233,-223.0
234,-79.0
235,-251.0
236,-135.0
237,-154.0
238,-188.0
239,-171.0
240,-347.0
241,-204.0
242,-157.0
243,-339.0
244,-198.0
245,-18.0
246,-34.0
247,-59.0
248,-258.0
249,-190.0
250,-58.0
251,-288.0
252,-12.0
253,-228.0
254,-311.0
255,-262.0
256,-171.0
257,-302.0
258,-36.0
259,-184.0
260,-98.0
261,-259.0
262,-243.0
263,-37.0
264,-303.0
265,-257.0
266,-312.0
267,-100.0
268,-346.0
269,-69.0
270,-290.0
271,-334.0
272,-296.0
273,-229.0
274,-238.0
275,-70.0
276,-59.0
277,-352.0
278,-110.0
279,-328.0
280,-322.0
281,-165.0
282,-183.0
283,-369.0
284,-159.0
285,-320.0
286,-27.0
287,-171.0
288,-232.0
289,-38.0
290,-84.0
291,-37.0
292,-153.0
293,-281.0
294,-300.0
295,-120.0
296,-290.0
297,-374.0
298,-268.0
299,-308.0
300,-224.0
301,-59.0
302,-77.0
303,-139.0
304,-203.0
305,-67.0
306,-22.0
307,-348.0
308,-151.0
309,-284.0
310,-149.0
311,-202.0
312,-193.0
313,-280.0
314,-173.0
315,-145.0
316,-164.0
317,-291.0
318,-8.0
319,-57.0
320,-26.0
321,-327.0
322,-255.0
323,-21.0
324,-373.0
325,-264.0
326,-75.0
327,-72.0
328,-28.0
329,-183.0
330,-10.0
331,-309.0
332,-435.0
333,-289.0
334,-362.0
335,-250.0
336,-303.0
337,-309.0
338,-378.0
339,-390.0
340,-369.0
341,-84.0
342,-340.0
343,-158.0
344,-61.0
345,-20.0
346,0.0
347,-34.0
348,-322.0
349,-37.0
350,-37.0
351,-337.0
352,-55.0
353,-163.0
354,-88.0
355,-69.0
356,-351.0
357,-71.0
358,-177.0
359,-437.0
360,-249.0
361,-203.0
362,-358.0
363,-130.0
364,-124.0
365,-112.0
366,-202.0
367,-234.0
368,-277.0
369,-210.0
370,-203.0
371,-148.0
372,-191.0
373,-287.0
374,-227.0
375,-192.0
376,-151.0
377,-297.0
378,-99.0
379,-76.0
380,-289.0
381,-4.0
382,-186.0
383,-155.0
384,-416.0
385,-119.0
386,-171.0
387,-200.0
388,-346.0
389,-379.0
390,-64.0
391,-43.0
392,-275.0
393,-5.0
394,-110.0
395,-165.0
396,-399.0
397,-391.0
398,-137.0
399,-59.0
400,-83.0
401,-113.0
402,-326.0
403,-263.0
404,-90.0
405,-415.0
406,-427.0
407,-190.0
408,-228.0
409,-321.0
410,-363.0
411,-58.0
412,-96.0
413,-265.0
414,-212.0
415,-82.0
416,-69.0
417,-320.0
418,-266.0
